bedrooms,bathrooms,sqft,lot_size,year_built,has_pool,garage_spaces,market,neighborhood,price
3,2.5,1419,7750,2002,False,2,"Ames, IA",Gilbert,184100.0
3,1.0,894,9764,1967,False,2,"Ames, IA",Sawyer,130000.0
3,1.0,1601,13825,1958,False,1,"Ames, IA",Sawyer,140000.0
3,1.0,1040,7560,1959,False,1,"Ames, IA",NAmes,133700.0
2,1.0,1012,8263,1920,False,1,"Ames, IA",IDOTRR,118400.0
3,2.0,1552,10084,2005,False,3,"Ames, IA",CollgCr,212900.0
3,1.0,960,8926,1956,False,1,"Ames, IA",Edwards,112000.0
2,1.0,698,9405,1947,False,0,"Ames, IA",Edwards,118000.0
3,2.5,1482,9125,1992,False,2,"Ames, IA",Gilbert,163900.0
2,1.0,1005,10434,1955,False,2,"Ames, IA",NAmes,115000.0
2,2.0,1555,3684,2007,False,3,"Ames, IA",Blmngtn,174000.0
3,2.0,1530,14572,2004,False,3,"Ames, IA",Gilbert,259000.0
4,2.5,1959,11796,2004,False,2,"Ames, IA",Gilbert,215000.0
2,1.0,936,7200,1980,False,2,"Ames, IA",OldTown,140000.0
4,2.0,1981,7804,1928,False,2,"Ames, IA",SWISU,135000.0
3,1.0,974,10712,1991,False,0,"Ames, IA",Mitchel,93500.0
5,2.0,2210,9900,1880,False,1,"Ames, IA",OldTown,117500.0
3,2.5,2020,9828,1995,False,2,"Ames, IA",SawyerW,239500.0
3,2.5,1600,8773,1997,False,2,"Ames, IA",Gilbert,169000.0
2,1.0,986,6180,1926,False,1,"Ames, IA",BrkSide,102000.0
3,1.0,1252,9600,1950,False,1,"Ames, IA",NAmes,119000.0
2,1.0,1020,6342,1875,False,0,"Ames, IA",Sawyer,94000.0
2,2.0,1567,9819,1977,False,2,"Ames, IA",Mitchel,196000.0
3,1.0,1167,8731,1920,False,2,"Ames, IA",BrkSide,144000.0
2,1.0,952,7350,1951,False,2,"Ames, IA",NAmes,139000.0
4,2.5,1868,10304,1976,False,2,"Ames, IA",NWAmes,197500.0
4,3.0,2828,9965,2006,False,3,"Ames, IA",CollgCr,424870.0
3,1.0,1006,9000,1959,False,0,"Ames, IA",Sawyer,80000.0
2,1.0,924,12180,1941,False,1,"Ames, IA",Edwards,80000.0
3,1.0,1576,6240,1928,False,1,"Ames, IA",BrkSide,149000.0
3,2.0,1298,11200,1985,False,2,"Ames, IA",SawyerW,180000.0
3,1.5,1564,12000,1941,False,1,"Ames, IA",Crawfor,174500.0
2,1.0,1111,5700,1926,False,1,"Ames, IA",OldTown,116900.0
3,1.0,1482,9000,1920,False,2,"Ames, IA",OldTown,143000.0
2,1.0,932,8280,1950,False,1,"Ames, IA",NAmes,124000.0
3,1.5,1466,17755,1959,False,2,"Ames, IA",Edwards,149900.0
2,1.0,1811,14115,1956,False,2,"Ames, IA",Crawfor,230000.0
2,1.0,816,5890,1930,False,1,"Ames, IA",IDOTRR,120500.0
4,2.0,1820,13700,1965,False,2,"Ames, IA",NAmes,201800.0
3,2.0,1437,10768,1976,False,2,"Ames, IA",Veenker,218000.0
3,2.0,1265,9350,1965,False,2,"Ames, IA",NAmes,179900.0
2,2.0,1314,5001,2007,False,2,"Ames, IA",NridgHt,230000.0
3,2.0,1580,11932,2007,False,3,"Ames, IA",Somerst,235128.0
4,2.5,1876,9120,1974,False,2,"Ames, IA",NWAmes,185000.0
3,2.5,1456,2280,1978,False,2,"Ames, IA",NPkVill,146000.0
3,1.0,1640,14778,1954,False,2,"Ames, IA",Crawfor,224000.0
3,1.0,894,8724,1968,False,2,"Ames, IA",Sawyer,129000.0
0,1.0,1258,12900,1969,False,2,"Ames, IA",Sawyer,108959.0
2,1.5,1432,16157,1978,False,2,"Ames, IA",Veenker,194000.0
3,2.0,1502,9541,2009,False,2,"Ames, IA",NridgHt,233170.0
3,2.0,1694,10475,2008,False,3,"Ames, IA",CollgCr,245350.0
3,2.5,1671,10852,2000,False,2,"Ames, IA",Gilbert,173000.0
4,2.0,2108,13728,1935,False,2,"Ames, IA",Edwards,235000.0
4,3.5,3627,35760,1995,False,3,"Ames, IA",NoRidge,625000.0
3,1.0,1118,9880,1977,True,1,"Ames, IA",Mitchel,171000.0
3,1.0,1261,9120,1958,False,2,"Ames, IA",NAmes,163000.0
2,2.5,1250,4017,2006,False,2,"Ames, IA",Somerst,171900.0
3,3.0,3086,18030,1946,False,0,"Ames, IA",ClearCr,200500.0
4,2.5,2345,16560,1932,False,2,"Ames, IA",Crawfor,239000.0
4,2.5,2872,10678,1992,False,2,"Ames, IA",NoRidge,285000.0
3,1.0,923,6951,1984,False,1,"Ames, IA",Mitchel,119500.0
3,1.0,1224,3950,1926,False,1,"Ames, IA",OldTown,115000.0
3,1.5,1343,7681,1921,False,1,"Ames, IA",Crawfor,154900.0
3,1.0,1124,8335,1954,False,0,"Ames, IA",Edwards,93000.0
4,2.5,2514,11170,1990,False,2,"Ames, IA",Timber,250000.0
2,2.0,1652,5587,2008,False,2,"Ames, IA",Crawfor,392500.0
4,3.5,4476,15623,1996,True,3,"Ames, IA",NoRidge,745000.0
2,1.0,1130,10800,1920,False,2,"Ames, IA",OldTown,120000.0
3,1.5,1572,35133,1963,False,3,"Ames, IA",Timber,186700.0
4,1.0,1221,9738,1924,False,1,"Ames, IA",Edwards,104900.0
3,2.0,1699,10615,1900,False,2,"Ames, IA",OldTown,95000.0
2,2.0,1624,12461,1994,False,3,"Ames, IA",NoRidge,262000.0
3,2.5,1660,8935,2002,False,2,"Ames, IA",CollgCr,195000.0
3,2.5,1804,7500,1999,False,2,"Ames, IA",Gilbert,189000.0
3,1.0,1622,32463,1961,False,4,"Ames, IA",Mitchel,168000.0
2,2.5,1441,2645,1999,False,2,"Ames, IA",Somerst,174000.0
3,1.0,1472,9600,1925,False,1,"Ames, IA",OldTown,125000.0
2,2.0,1224,4500,1999,False,2,"Ames, IA",Mitchel,165000.0
4,1.5,1352,9364,1969,False,1,"Ames, IA",Sawyer,158000.0
3,2.5,1456,8029,2005,False,2,"Ames, IA",Gilbert,176000.0
4,2.5,1863,14054,2006,False,3,"Ames, IA",Gilbert,219210.0
3,1.0,1690,8850,1916,False,1,"Ames, IA",OldTown,144000.0
3,2.0,1212,9100,2001,False,2,"Ames, IA",CollgCr,178000.0
3,1.5,1382,11235,1963,False,2,"Ames, IA",Sawyer,148000.0
3,1.0,864,9353,1970,False,1,"Ames, IA",NAmes,116050.0
3,2.5,1779,10400,1998,False,2,"Ames, IA",CollgCr,197900.0
3,1.0,1348,6000,1925,False,1,"Ames, IA",BrkSide,117000.0
3,2.0,1630,9750,2000,False,2,"Ames, IA",CollgCr,213000.0
3,1.5,1074,10140,1975,False,2,"Ames, IA",NWAmes,153500.0
3,2.0,2196,14684,1990,False,3,"Ames, IA",SawyerW,271900.0
2,1.0,1056,8900,1966,False,1,"Ames, IA",SawyerW,107000.0
3,2.0,1700,9135,2003,False,2,"Ames, IA",CollgCr,200000.0
3,1.0,1283,7763,1962,False,2,"Ames, IA",NAmes,140000.0
3,2.0,1660,10182,2006,False,2,"Ames, IA",Somerst,290000.0
3,2.5,1845,11218,1992,False,2,"Ames, IA",SawyerW,189000.0
4,2.0,1752,12134,1988,False,2,"Ames, IA",Gilbert,164000.0
2,1.0,672,9340,1941,False,1,"Ames, IA",Edwards,113000.0
0,0.0,960,10246,1965,False,1,"Ames, IA",Sawyer,145000.0
3,1.0,999,10205,1962,False,1,"Ames, IA",NAmes,134500.0
3,1.0,894,7094,1966,False,1,"Ames, IA",Sawyer,125000.0
4,2.0,1902,8930,1978,False,2,"Ames, IA",Sawyer,112000.0
3,2.0,1314,8640,2009,False,2,"Ames, IA",Somerst,229456.0
2,1.0,912,6240,1947,False,0,"Ames, IA",BrkSide,80500.0
3,1.5,1218,1680,1971,False,0,"Ames, IA",BrDale,91500.0
2,1.0,912,7800,1964,False,1,"Ames, IA",NAmes,115000.0
3,1.0,1211,8250,1968,False,1,"Ames, IA",Sawyer,134000.0
3,2.0,1846,10496,1949,False,1,"Ames, IA",NAmes,143000.0
4,2.0,2136,10680,1951,False,2,"Ames, IA",NAmes,137900.0
3,2.5,1490,15384,2004,False,2,"Ames, IA",Gilbert,184000.0
3,1.0,1138,10482,1958,False,1,"Ames, IA",NAmes,145000.0
4,2.5,1933,14598,2007,False,3,"Ames, IA",Somerst,214000.0
2,1.0,912,8872,1965,False,2,"Ames, IA",NAmes,147000.0
1,1.5,1702,8769,2008,False,3,"Ames, IA",NridgHt,367294.0
4,2.0,1507,7910,1960,False,1,"Ames, IA",NAmes,127000.0
4,3.0,2620,18890,1977,False,2,"Ames, IA",Sawyer,190000.0
3,1.0,1190,7728,1962,False,2,"Ames, IA",NAmes,132500.0
2,2.0,1224,9842,1962,False,2,"Ames, IA",NAmes,101800.0
3,1.0,1188,12160,1959,False,2,"Ames, IA",NAmes,142000.0
4,1.5,1964,8525,1911,False,0,"Ames, IA",SWISU,130000.0
4,1.5,1784,13132,1914,False,1,"Ames, IA",Crawfor,138887.0
2,2.5,1626,2628,2003,False,2,"Ames, IA",NridgHt,175500.0
4,2.5,1948,12393,2004,False,2,"Ames, IA",CollgCr,195000.0
3,1.5,1141,13072,2005,False,2,"Ames, IA",SawyerW,142500.0
2,2.0,1484,9037,2006,False,2,"Ames, IA",Timber,265900.0
3,2.5,1768,8158,2003,False,2,"Ames, IA",CollgCr,224900.0
3,2.0,1689,9849,2007,False,3,"Ames, IA",Somerst,248328.0
3,2.0,1173,10625,1974,False,2,"Ames, IA",NWAmes,170000.0
2,2.5,2076,13891,2006,False,3,"Ames, IA",NridgHt,465000.0
3,1.0,1517,11435,1929,False,2,"Ames, IA",Crawfor,230000.0
3,3.5,1868,12090,1984,False,2,"Ames, IA",NWAmes,178000.0
3,2.5,1553,8125,2005,False,2,"Ames, IA",Somerst,186500.0
3,1.0,1034,12328,1976,False,3,"Ames, IA",Mitchel,169900.0
3,1.5,2058,9600,1917,False,2,"Ames, IA",OldTown,129500.0
3,1.0,988,7200,1950,False,1,"Ames, IA",NAmes,119000.0
3,2.5,2110,11160,1968,False,2,"Ames, IA",NAmes,244000.0
2,2.0,1405,3136,2003,False,2,"Ames, IA",NridgHt,171750.0
3,1.0,874,9858,1968,False,1,"Ames, IA",Mitchel,130000.0
3,2.5,2167,17542,1974,False,2,"Ames, IA",Veenker,294000.0
3,2.5,1656,6931,2003,False,2,"Ames, IA",Edwards,165400.0
3,1.0,1367,6240,1931,False,1,"Ames, IA",BrkSide,127500.0
2,2.0,1987,14303,1994,False,2,"Ames, IA",NoRidge,301500.0
2,1.0,864,4060,1922,False,0,"Ames, IA",Edwards,99900.0
2,2.0,1166,9587,2005,False,2,"Ames, IA",Gilbert,190000.0
3,1.5,1054,9750,1969,False,2,"Ames, IA",NAmes,151000.0
3,2.5,1675,24682,1999,False,2,"Ames, IA",Gilbert,181000.0
2,1.0,1050,9600,1956,False,1,"Ames, IA",NAmes,128900.0
5,1.0,1788,11250,1957,False,1,"Ames, IA",ClearCr,161500.0
3,1.0,1824,13515,1919,False,2,"Ames, IA",BrkSide,180500.0
2,2.0,1337,4060,1998,False,2,"Ames, IA",NAmes,181000.0
3,2.5,1452,3735,1999,False,2,"Ames, IA",Somerst,183900.0
4,1.5,1889,10120,1910,False,1,"Ames, IA",OldTown,122000.0
3,2.0,2018,13214,2008,False,3,"Ames, IA",Timber,378500.0
4,3.5,3447,14100,1935,False,3,"Ames, IA",Crawfor,381000.0
3,1.5,1524,11344,1958,False,1,"Ames, IA",NAmes,144000.0
0,0.5,1524,23595,1979,False,2,"Ames, IA",ClearCr,260000.0
3,2.0,1489,9156,1968,False,2,"Ames, IA",NWAmes,185750.0
3,1.0,935,13526,1965,False,1,"Ames, IA",Sawyer,137000.0
2,1.0,1357,11512,1959,False,1,"Ames, IA",Edwards,177000.0
3,2.0,1250,5362,1910,False,2,"Ames, IA",Crawfor,139000.0
4,2.0,1920,11345,1948,False,2,"Ames, IA",NAmes,137000.0
3,1.5,1395,12936,1972,False,2,"Ames, IA",NWAmes,162000.0
3,1.5,1724,17871,1967,False,2,"Ames, IA",NWAmes,197900.0
3,2.5,2031,9473,2002,False,2,"Ames, IA",CollgCr,237000.0
2,1.0,1128,7500,1920,False,2,"Ames, IA",IDOTRR,68400.0
3,2.0,1573,9808,2002,False,2,"Ames, IA",CollgCr,227000.0
2,2.0,1339,8049,1990,False,2,"Ames, IA",Timber,180000.0
3,2.0,1040,8800,1977,False,2,"Ames, IA",CollgCr,150500.0
4,3.0,1824,9400,1971,False,0,"Ames, IA",Mitchel,139000.0
4,2.0,2447,9638,1919,False,1,"Ames, IA",SWISU,169000.0
4,1.0,1412,6000,1939,False,1,"Ames, IA",BrkSide,132500.0
3,1.5,1328,9790,1963,False,2,"Ames, IA",NWAmes,143000.0
4,2.0,1582,36500,1964,False,2,"Ames, IA",ClearCr,190000.0
2,2.0,1659,5664,2000,False,2,"Ames, IA",StoneBr,278000.0
3,2.5,1970,11065,2006,False,3,"Ames, IA",NridgHt,281000.0
3,1.0,1152,14112,1964,False,2,"Ames, IA",NAmes,180500.0
3,2.5,1302,1680,1972,False,1,"Ames, IA",BrDale,119500.0
4,2.0,2372,6600,1892,False,1,"Ames, IA",OldTown,107500.0
4,2.5,1664,10140,1976,False,2,"Ames, IA",NWAmes,162900.0
2,1.0,864,8172,1955,False,2,"Ames, IA",Edwards,115000.0
3,1.5,1052,8400,1968,False,1,"Ames, IA",NAmes,138500.0
3,2.0,1128,8700,1963,False,2,"Ames, IA",NAmes,155000.0
2,2.0,1072,3675,2005,False,2,"Ames, IA",Edwards,140000.0
3,2.5,5642,63887,2008,True,2,"Ames, IA",Edwards,160000.0
3,1.5,1246,7500,1959,False,1,"Ames, IA",NAmes,154000.0
3,2.5,1983,10762,1999,False,2,"Ames, IA",Gilbert,225000.0
3,1.0,1494,7500,1942,False,1,"Ames, IA",Crawfor,177500.0
4,2.5,2526,10120,1994,False,3,"Ames, IA",NoRidge,290000.0
3,2.0,1616,8688,2005,False,3,"Ames, IA",Somerst,232000.0
3,2.0,1708,3363,2004,False,2,"Ames, IA",Edwards,130000.0
2,2.0,1652,13173,2006,False,2,"Ames, IA",NridgHt,325000.0
2,2.0,1368,6955,2005,False,2,"Ames, IA",NridgHt,202500.0
3,1.0,990,8072,1994,False,2,"Ames, IA",CollgCr,138000.0
2,1.0,1122,12000,1948,False,2,"Ames, IA",OldTown,147000.0
3,2.0,1294,7153,1991,False,2,"Ames, IA",SawyerW,179200.0
3,2.0,1902,17500,1959,False,2,"Ames, IA",Crawfor,335000.0
3,2.0,1274,8814,2005,False,2,"Ames, IA",CollgCr,203000.0
4,2.5,2810,9572,1990,False,2,"Ames, IA",NoRidge,302000.0
4,2.5,2599,14774,1999,False,3,"Ames, IA",NoRidge,333168.0
3,1.0,948,8190,1954,False,1,"Ames, IA",Edwards,119000.0
4,2.5,2112,11075,1969,False,2,"Ames, IA",NAmes,206900.0
3,2.0,1630,10226,2008,False,3,"Ames, IA",CollgCr,295493.0
2,2.0,1352,4230,2006,False,2,"Ames, IA",Somerst,208900.0
3,2.0,1787,14781,2001,False,3,"Ames, IA",CollgCr,275000.0
3,1.0,948,10215,1954,False,1,"Ames, IA",Edwards,111000.0
3,1.5,1478,8400,1957,False,2,"Ames, IA",NAmes,156500.0
2,1.0,720,6627,1949,False,1,"Ames, IA",BrkSide,72500.0
3,2.5,1923,10186,1992,False,2,"Ames, IA",NoRidge,190000.0
2,1.0,708,5330,1940,False,0,"Ames, IA",BrkSide,82500.0
2,2.0,1795,9986,2006,False,3,"Ames, IA",Somerst,147000.0
2,1.0,796,3636,1922,False,0,"Ames, IA",IDOTRR,55000.0
3,1.0,774,4270,1931,False,0,"Ames, IA",Edwards,79000.0
3,1.0,816,6600,1982,False,1,"Ames, IA",Mitchel,130500.0
5,2.0,2792,10440,1920,False,2,"Ames, IA",OldTown,256000.0
3,2.5,1632,9084,1998,False,2,"Ames, IA",Gilbert,176500.0
3,2.0,1588,10000,2006,False,3,"Ames, IA",Somerst,227000.0
3,1.0,954,10780,1976,False,2,"Ames, IA",CollgCr,132500.0
2,1.0,816,8877,1938,False,1,"Ames, IA",Edwards,100000.0
2,1.5,1360,7200,1938,False,1,"Ames, IA",IDOTRR,125500.0
3,1.5,1365,2368,1970,False,2,"Ames, IA",BrDale,125000.0
2,2.0,1334,9650,1977,False,2,"Ames, IA",NWAmes,167900.0
4,2.0,1656,9246,1973,False,2,"Ames, IA",NWAmes,135000.0
2,1.0,693,4118,1941,False,0,"Ames, IA",OldTown,52500.0
3,2.5,1861,13450,2002,False,2,"Ames, IA",CollgCr,200000.0
3,1.0,864,9560,1972,False,1,"Ames, IA",CollgCr,128500.0
3,1.0,872,8294,1971,False,4,"Ames, IA",NAmes,123000.0
3,1.0,1114,13695,2003,False,2,"Ames, IA",SawyerW,155000.0
3,2.5,2169,9375,2002,False,2,"Ames, IA",CollgCr,228500.0
3,1.5,1913,7558,1928,False,2,"Ames, IA",Crawfor,177000.0
3,2.5,1456,11103,2006,False,2,"Ames, IA",CollgCr,155835.0
2,1.0,960,6000,1920,False,1,"Ames, IA",OldTown,108500.0
3,2.0,2156,20781,1968,False,2,"Ames, IA",NWAmes,262500.0
3,2.0,1776,15306,2006,False,3,"Ames, IA",Timber,283463.0
3,2.0,1494,16196,1998,False,2,"Ames, IA",SawyerW,215000.0
4,2.0,2358,5250,1872,False,0,"Ames, IA",OldTown,122000.0
6,3.0,2634,11643,1969,False,4,"Ames, IA",NAmes,200000.0
4,1.5,1716,9247,1962,False,2,"Ames, IA",NAmes,171000.0
2,1.0,1176,6000,1937,False,2,"Ames, IA",BrkSide,134900.0
4,2.5,3238,14720,1995,False,3,"Ames, IA",NoRidge,410000.0
3,2.5,1865,10316,2000,False,3,"Ames, IA",CollgCr,235000.0
4,3.0,1920,10192,1968,False,2,"Ames, IA",NWAmes,170000.0
3,1.0,892,9477,1966,False,1,"Ames, IA",NAmes,110000.0
3,1.5,1078,12537,1971,False,2,"Ames, IA",NAmes,149900.0
3,2.5,1573,2117,2000,False,2,"Ames, IA",Somerst,177500.0
3,2.0,1980,16737,2004,False,3,"Ames, IA",NridgHt,315000.0
4,3.5,2601,9842,1921,False,2,"Ames, IA",SWISU,189000.0
3,2.0,1530,16158,2005,False,2,"Ames, IA",StoneBr,260000.0
4,2.0,1738,12513,1920,False,1,"Ames, IA",NAmes,104900.0
3,2.5,1412,8499,2006,False,2,"Ames, IA",Gilbert,156932.0
2,2.5,1200,3180,2005,False,2,"Ames, IA",Somerst,144152.0
3,2.5,1674,7500,2000,False,2,"Ames, IA",Somerst,216000.0
3,2.5,1790,9179,1999,False,2,"Ames, IA",CollgCr,193000.0
4,2.0,1475,2665,1977,False,1,"Ames, IA",MeadowV,127000.0
1,1.0,848,4435,2003,False,2,"Ames, IA",CollgCr,144000.0
3,2.0,1668,10635,2003,False,2,"Ames, IA",CollgCr,232000.0
2,1.0,1374,5400,1920,False,1,"Ames, IA",OldTown,105000.0
3,1.0,1661,9600,1955,False,1,"Ames, IA",NAmes,165500.0
3,2.5,2097,9750,1998,False,2,"Ames, IA",CollgCr,274300.0
2,2.5,2633,11400,2001,False,3,"Ames, IA",NoRidge,466500.0
3,2.5,1958,10625,2005,False,3,"Ames, IA",Somerst,250000.0
3,2.0,1571,10991,2007,False,3,"Ames, IA",Timber,239000.0
2,1.0,790,6292,1930,False,1,"Ames, IA",SWISU,91000.0
3,2.0,1604,10998,1941,False,2,"Ames, IA",Edwards,117000.0
2,1.5,987,1953,1973,False,1,"Ames, IA",BrDale,83000.0
3,2.5,1394,9735,2006,False,2,"Ames, IA",Timber,167500.0
2,1.0,864,8212,1914,False,1,"Ames, IA",Edwards,58500.0
4,2.5,2117,12925,1970,False,2,"Ames, IA",NAmes,237500.0
4,1.5,1762,7200,1920,False,2,"Ames, IA",OldTown,157000.0
3,2.0,1416,25339,1918,False,2,"Ames, IA",Sawyer,112000.0
2,1.0,1258,9060,1939,False,1,"Ames, IA",Edwards,105000.0
3,1.0,1154,5436,1922,False,1,"Ames, IA",IDOTRR,125500.0
5,3.5,2784,16692,1978,True,2,"Ames, IA",NWAmes,250000.0
5,2.0,2526,8520,1916,False,1,"Ames, IA",OldTown,136000.0
3,2.0,1746,14892,2006,False,3,"Ames, IA",Gilbert,377500.0
3,1.0,1218,6000,1941,False,2,"Ames, IA",BrkSide,131000.0
3,2.0,1525,9100,2000,False,2,"Ames, IA",CollgCr,235000.0
4,2.0,1584,8944,1967,False,3,"Ames, IA",NAmes,124000.0
3,1.0,900,7838,1967,False,1,"Ames, IA",NAmes,123000.0
3,2.0,1912,10800,1905,False,2,"Ames, IA",OldTown,163000.0
2,2.0,1500,4045,2006,False,3,"Ames, IA",Blmngtn,246578.0
4,2.5,2482,12665,2005,False,3,"Ames, IA",Timber,281213.0
3,1.0,1687,57200,1948,False,2,"Ames, IA",Timber,160000.0
4,1.5,1513,6120,1920,False,1,"Ames, IA",BrkSide,137500.0
3,1.5,1904,7200,1950,False,1,"Ames, IA",NAmes,138000.0
3,2.5,1608,6171,1925,False,1,"Ames, IA",SWISU,137450.0
3,1.0,1158,6000,1929,False,1,"Ames, IA",BrkSide,120000.0
3,2.5,1593,7415,2004,False,2,"Ames, IA",Gilbert,193000.0
2,2.0,1294,6762,2006,False,2,"Ames, IA",CollgCr,193879.0
3,2.0,1464,15256,2007,False,3,"Ames, IA",Somerst,282922.0
3,1.0,1214,10410,1915,False,3,"Ames, IA",OldTown,105000.0
2,2.0,1646,3842,2004,False,2,"Ames, IA",Crawfor,275000.0
2,1.0,768,8445,1972,False,2,"Ames, IA",CollgCr,133000.0
3,1.0,833,8780,1985,False,0,"Ames, IA",Mitchel,112000.0
3,1.0,1363,7740,1910,False,2,"Ames, IA",OldTown,125500.0
3,2.5,2093,20544,1986,False,2,"Ames, IA",NWAmes,215000.0
3,2.5,1840,12420,2001,False,2,"Ames, IA",CollgCr,230000.0
3,1.5,1668,9600,1950,False,1,"Ames, IA",NAmes,140000.0
2,2.0,1040,7200,1949,False,2,"Ames, IA",NAmes,90000.0
2,2.0,1844,10994,2005,False,2,"Ames, IA",SawyerW,257000.0
4,1.5,1848,13053,1923,False,2,"Ames, IA",BrkSide,207000.0
1,2.0,1569,3635,2007,False,3,"Ames, IA",Blmngtn,175900.0
4,2.0,2290,11340,1885,False,2,"Ames, IA",OldTown,122500.0
3,2.5,2450,16545,1998,False,3,"Ames, IA",NoRidge,340000.0
3,1.5,1144,9204,1963,False,1,"Ames, IA",NAmes,124000.0
3,2.0,1844,16381,1969,False,2,"Ames, IA",Crawfor,223000.0
3,2.5,1416,11700,1968,False,2,"Ames, IA",NWAmes,179900.0
2,2.0,1069,4043,1977,False,2,"Ames, IA",NPkVill,127500.0
1,1.0,848,4435,2003,False,2,"Ames, IA",CollgCr,136500.0
4,2.0,2201,19690,1966,True,2,"Ames, IA",Edwards,274970.0
2,1.0,1344,9503,1958,False,1,"Ames, IA",NAmes,144000.0
3,1.0,1252,10721,1959,False,2,"Ames, IA",NAmes,142000.0
3,2.5,2127,10944,1994,False,2,"Ames, IA",NoRidge,271000.0
3,1.5,1558,10930,1945,False,1,"Ames, IA",NAmes,140000.0
2,1.0,804,7200,1940,False,1,"Ames, IA",OldTown,119000.0
3,2.0,1440,12546,1981,False,2,"Ames, IA",NWAmes,182900.0
4,2.5,1838,21930,2005,False,2,"Ames, IA",Gilbert,192140.0
2,2.0,958,4928,1976,False,2,"Ames, IA",NPkVill,143750.0
4,2.0,968,10800,1927,False,1,"Ames, IA",OldTown,64500.0
3,2.5,1792,10261,2000,False,2,"Ames, IA",Gilbert,186500.0
3,2.0,1126,17400,1977,False,2,"Ames, IA",Mitchel,160000.0
3,1.5,1537,8400,1962,False,2,"Ames, IA",NAmes,174000.0
3,1.0,864,9000,1971,False,2,"Ames, IA",NAmes,120500.0
2,2.0,1932,12444,2008,False,3,"Ames, IA",NridgHt,394617.0
2,1.0,1236,7407,1957,False,2,"Ames, IA",OldTown,149700.0
3,2.5,1725,11584,1979,False,2,"Ames, IA",NWAmes,197000.0
3,2.0,2555,11526,1922,False,2,"Ames, IA",Crawfor,191000.0
1,1.0,848,4426,2004,False,2,"Ames, IA",CollgCr,149300.0
3,2.5,2007,11003,2008,False,3,"Ames, IA",Somerst,310000.0
2,1.0,952,8854,1916,False,1,"Ames, IA",BrkSide,121000.0
3,2.0,1422,8500,2004,False,2,"Ames, IA",CollgCr,179600.0
3,1.0,913,8400,1966,False,1,"Ames, IA",Sawyer,129000.0
3,1.0,1188,26142,1962,False,1,"Ames, IA",Mitchel,157900.0
3,2.5,2090,10000,1995,False,2,"Ames, IA",CollgCr,240000.0
2,1.5,1346,11767,1910,False,1,"Ames, IA",Edwards,112000.0
1,1.0,630,1533,1970,False,0,"Ames, IA",MeadowV,92000.0
4,3.0,1792,9000,1974,False,0,"Ames, IA",NAmes,136000.0
3,2.0,1578,9262,2008,False,3,"Ames, IA",Somerst,287090.0
2,1.0,1072,3675,2005,False,2,"Ames, IA",Edwards,145000.0
3,1.0,1140,17217,2006,False,0,"Ames, IA",Mitchel,84500.0
2,2.0,1221,7500,2004,False,2,"Ames, IA",Somerst,185000.0
3,2.5,1647,7917,1999,False,2,"Ames, IA",Gilbert,175000.0
3,2.0,2073,13175,1978,False,2,"Ames, IA",NWAmes,210000.0
4,2.0,2340,9042,1941,False,1,"Ames, IA",Crawfor,266500.0
2,1.0,1078,9717,1950,False,1,"Ames, IA",NAmes,142125.0
3,1.5,1256,9937,1965,False,1,"Ames, IA",Edwards,147500.0
